,URN,LA (code),LA (name),EstablishmentNumber,EstablishmentName,TypeOfEstablishment (code),TypeOfEstablishment (name),EstablishmentTypeGroup (code),EstablishmentTypeGroup (name),EstablishmentStatus (code),EstablishmentStatus (name),ReasonEstablishmentOpened (code),ReasonEstablishmentOpened (name),OpenDate,ReasonEstablishmentClosed (code),ReasonEstablishmentClosed (name),CloseDate,PhaseOfEducation (code),PhaseOfEducation (name),StatutoryLowAge,StatutoryHighAge,Boarders (code),Boarders (name),NurseryProvision (name),OfficialSixthForm (code),OfficialSixthForm (name),Gender (code),Gender (name),ReligiousCharacter (code),ReligiousCharacter (name),ReligiousEthos (name),Diocese (code),Diocese (name),AdmissionsPolicy (code),AdmissionsPolicy (name),SchoolCapacity,SpecialClasses (code),SpecialClasses (name),CensusDate,NumberOfPupils,NumberOfBoys,NumberOfGirls,PercentageFSM,TrustSchoolFlag (code),TrustSchoolFlag (name),Trusts (code),Trusts (name),SchoolSponsorFlag (name),SchoolSponsors (name),FederationFlag (name),Federations (code),Federations (name),UKPRN,FEHEIdentifier,FurtherEducationType (name),OfstedLastInsp,OfstedSpecialMeasures (code),OfstedSpecialMeasures (name),LastChangedDate,Street,Locality,Address3,Town,County (name),Postcode,SchoolWebsite,TelephoneNum,HeadTitle (name),HeadFirstName,HeadLastName,HeadPreferredJobTitle,InspectorateName (name),InspectorateReport,DateOfLastInspectionVisit,NextInspectionVisit,TeenMoth (name),TeenMothPlaces,CCF (name),SENPRU (name),EBD (name),PlacesPRU,FTProv (name),EdByOther (name),Section41Approved (name),SEN1 (name),SEN2 (name),SEN3 (name),SEN4 (name),SEN5 (name),SEN6 (name),SEN7 (name),SEN8 (name),SEN9 (name),SEN10 (name),SEN11 (name),SEN12 (name),SEN13 (name),TypeOfResourcedProvision (name),ResourcedProvisionOnRoll,ResourcedProvisionCapacity,SenUnitOnRoll,SenUnitCapacity,GOR (code),GOR (name),DistrictAdministrative (code),DistrictAdministrative (name),AdministrativeWard (code),AdministrativeWard (name),ParliamentaryConstituency (code),ParliamentaryConstituency (name),UrbanRural (code),UrbanRural (name),GSSLACode (name),Easting,Northing,CensusAreaStatisticWard (name),MSOA (name),LSOA (name),Inspectorate (name),SENStat,SENNoStat,BoardingEstablishment (name),PropsName,PreviousLA (code),PreviousLA (name),PreviousEstablishmentNumber,OfstedRating (name),RSCRegion (name),Country (name),UPRN,SiteName,MSOA (code),LSOA (code),no2_µg/m3,pm25_µg/m3,no2_x,no2_y,pm_x,pm_y
35298,135951,303,Bexley,6907.0,Haberdashers' Aske's Crayford Academy,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01-09-2009,0,Not applicable,,7,All through,3.0,19.0,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,None,0000,Not applicable,4,Non-selective,1806.0,2,No Special Classes,17-01-2019,1619.0,845.0,774.0,13.8,3,Supported by a multi-academy trust,3279.0,HABERDASHERS' ASKE'S FEDERATION TRUST,Linked to a sponsor,The Haberdashers' Livery Company,Not applicable,,,10027982.0,,Not applicable,23-05-2019,0,Not applicable,12-07-2019,Iron Mill Lane,Crayford,,Dartford,Kent,DA1 4RS,http://www.haaf.org.uk,1322402180.0,Mr,Richard,Farrow,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000004,Bexley,E05000071,Crayford,E14000558,Bexleyheath and Crayford,A1,Urban major conurbation,E09000004,551773.0,175177.0,,Bexley 019,Bexley 019D,,,,,,999,,,Requires improvement,South-East England and South London,,100022918377.0,,E02000083,E01000377,28.137340000000002,12.12565,551780.0,175180.0,551780.0,175180.0
35305,135958,308,Enfield,6906.0,Oasis Academy Hadley,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01-09-2009,0,Not applicable,,7,All through,2.0,18.0,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,None,0000,Not applicable,4,Non-selective,1935.0,2,No Special Classes,17-01-2019,1514.0,764.0,750.0,38.0,3,Supported by a multi-academy trust,4076.0,OASIS COMMUNITY LEARNING,Linked to a sponsor,Oasis Community Learning,Not applicable,,,10027984.0,,Not applicable,22-06-2016,0,Not applicable,11-07-2019,143 South Street,,,Enfield,Middlesex,EN3 4PX,www.oasisacademyhadley.org,2088046946.0,,Lynne,Dawes,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000206,Ponders End,E14000687,Edmonton,A1,Urban major conurbation,E09000010,535859.0,195578.0,,Enfield 014,Enfield 014D,,,,,,999,,,Good,North-West London and South-Central England,,207016249.0,,E02000290,E01001510,31.551809999999996,12.74699,535860.0,195580.0,535860.0,195580.0
35315,135968,306,Croydon,6909.0,Oasis Academy Shirley Park,28,Academy sponsor led,10,Academies,1,Open,6,New Provision,01-09-2009,0,Not applicable,,7,All through,3.0,19.0,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,0,Does not apply,None,0000,Not applicable,4,Non-selective,1955.0,2,No Special Classes,17-01-2019,1792.0,906.0,886.0,29.0,3,Supported by a multi-academy trust,4076.0,OASIS COMMUNITY LEARNING,Linked to a sponsor,Oasis Community Learning,Not applicable,,,10028144.0,,Not applicable,01-05-2019,0,Not applicable,12-07-2019,Shirley Road,,,Croydon,Surrey,CR9 7AL,www.oasisacademyshirleypark.org,2086560222.0,Mr,Mark,Thompson,Principal,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,MLD - Moderate Learning Difficulty,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05000147,Ashburton,E14000654,Croydon Central,A1,Urban major conurbation,E09000008,534874.0,166649.0,,Croydon 014,Croydon 014A,,,,,,999,,,Good,South-East England and South London,,10014052812.0,,E02000207,E01000992,31.891029999999997,12.72692,534880.0,166640.0,534880.0,166640.0
35325,135978,211,Tower Hamlets,6396.0,Al-Azhar Primary School,11,Other independent school,3,Independent schools,2,Closed,6,New Provision,24-08-2009,7,De-registered,20-07-2012,0,Not applicable,3.0,7.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Muslim,0000,Not applicable,0,Not applicable,60.0,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,,,Not applicable,,0,Not applicable,09-07-2019,Unit 1,Quebec Wharf,14 Thomas Road,London,,E14 7AF,,,Mr,Abdisamed,Ahmed,Headteacher,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009327,Mile End,E14000882,Poplar and Limehouse,A1,Urban major conurbation,E09000030,536978.0,181399.0,,Tower Hamlets 014,Tower Hamlets 014E,Ofsted,0.0,0.0,Does not have boarders,Dr Mohamed El Sharkawy,999,,,,East of England and North-East London,,6356409.0,,E02000877,E01004273,40.768809999999995,14.03899,536980.0,181400.0,536980.0,181400.0
35335,135988,309,Haringey,6088.0,Assunnah Primary School,11,Other independent school,3,Independent schools,1,Open,6,New Provision,08-09-2009,99,,,0,Not applicable,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,0,Not applicable,127.0,0,Not applicable,18-01-2018,107.0,52.0,55.0,,0,Not applicable,,,Not applicable,,Not applicable,,,10079148.0,,Not applicable,,0,Not applicable,09-07-2019,565A High Road,Tottenham,,London,,N17 6SB,www.assunnahschool.co.uk,2083500592.0,Mr,Feroz,Adam,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000014,Haringey,E05000268,Bruce Grove,E14001002,Tottenham,A1,Urban major conurbation,E09000014,533846.0,190314.0,,Haringey 011,Haringey 011D,Ofsted,0.0,24.0,Does not have boarders,Mohamed Yusuf,999,,,,East of England and North-East London,,100023165483.0,,E02000407,E01001979,36.28967,13.15538,533840.0,190320.0,533840.0,190320.0
35351,136004,317,Redbridge,6079.0,Eton Community School,11,Other independent school,3,Independent schools,2,Closed,6,New Provision,24-09-2009,2,Closure,23-08-2017,0,Not applicable,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,Muslim,0000,Not applicable,0,Not applicable,60.0,2,No Special Classes,19-01-2017,39.0,20.0,20.0,,0,Not applicable,,,Not applicable,,Not applicable,,,,,Not applicable,,0,Not applicable,09-07-2019,Eton Community Centre,,Oxford Road,Ilford,Essex,IG1 2XG,,2084781147.0,,Sophie,Rahman,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000026,Redbridge,E05000507,Loxford,E14000760,Ilford South,A1,Urban major conurbation,E09000026,544272.0,185510.0,,Redbridge 033,Redbridge 033A,Ofsted,0.0,0.0,Does not have boarders,Mrs Sophie Rahman,999,,,,East of England and North-East London,,100023044131.0,,E02000783,E01003731,33.19943,12.91075,544280.0,185500.0,544280.0,185500.0
35360,136014,302,Barnet,6122.0,Edgware Jewish Girls - Beis Chinuch,11,Other independent school,3,Independent schools,1,Open,6,New Provision,13-09-2009,99,,,0,Not applicable,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,2,Girls,6,None,Jewish,0000,Not applicable,0,Not applicable,274.0,2,No Special Classes,17-01-2019,260.0,0.0,260.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10075174.0,,Not applicable,,0,Not applicable,11-07-2019,296 Hale Lane,,,Edgware,Middlesex,HA8 8NP,,2089054376.0,Mr,Moshe,Cohen,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000003,Barnet,E05000050,Edgware,E14000741,Hendon,A1,Urban major conurbation,E09000003,519518.0,192255.0,,Barnet 018,Barnet 018A,Ofsted,0.0,22.0,Does not have boarders,,999,,,,North-West London and South-Central England,,200163324.0,,E02000041,E01000192,32.90478,12.74184,519520.0,192260.0,519520.0,192260.0
35361,136015,204,Hackney,6073.0,Bnos Zion of Bobov,11,Other independent school,3,Independent schools,1,Open,6,New Provision,13-09-2009,99,,,0,Not applicable,3.0,13.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,2,Girls,43,Orthodox Jewish,Jewish,0000,Not applicable,0,Not applicable,165.0,2,No Special Classes,18-01-2018,230.0,0.0,230.0,,0,Not applicable,,,Not applicable,,Not applicable,,,10071826.0,,Not applicable,,0,Not applicable,09-07-2019,65-67 Ravensdale Road,,,London,,N16 6TJ,,2082111945.0,Mrs,S,Horowitz,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000012,Hackney,E05009383,Springfield,E14000720,Hackney North and Stoke Newington,A1,Urban major conurbation,E09000012,533941.0,188042.0,,Hackney 001,Hackney 001C,Ofsted,0.0,1.0,Does not have boarders,Meyer Rothfeld,999,,,,East of England and North-East London,,10008313945.0,,E02000345,E01001814,36.54564,13.27772,533940.0,188040.0,533940.0,188040.0
35397,136055,306,Croydon,2112.0,Broadmead Primary School,1,Community school,4,LA maintained schools,2,Closed,1,Result of Amalgamation,01-09-2010,6,For Academy,31-05-2014,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,630.0,2,No Special Classes,,,,,,0,Not applicable,,,Not applicable,,Not under a federation,,,,,,,0,Not applicable,14-11-2018,366 Sydenham Road,,,Croydon,Surrey,CR0 2EA,,2086844003.0,Ms,Alex,Lundie,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000008,Croydon,E05000161,Selhurst,E14000655,Croydon North,A1,Urban major conurbation,E09000008,532944.0,167143.0,,Croydon 013,Croydon 013B,,,,,,999,,,,South-East England and South London,,100020626076.0,,E02000206,E01001109,33.3861,13.016760000000001,532940.0,167140.0,532940.0,167140.0
35399,136057,207,Kensington and Chelsea,6005.0,Chepstow House School,11,Other independent school,3,Independent schools,1,Open,6,New Provision,21-01-2010,99,,,0,Not applicable,2.0,13.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,2,Selective,545.0,2,No Special Classes,17-01-2019,384.0,209.0,175.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10071822.0,,Not applicable,,0,Not applicable,11-07-2019,108a Lancaster Road,Notting Hill,,London,,W11 1QS,www.chepstowhouseschool.co.uk,2072430243.0,Mrs,Angela,Barr,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000020,Kensington and Chelsea,E05009392,Colville,E14000768,Kensington,A1,Urban major conurbation,E09000020,524423.0,181371.0,,Kensington and Chelsea 004,Kensington and Chelsea 004C,Ofsted,0.0,16.0,Does not have boarders,,999,,,,North-West London and South-Central England,,10091946253.0,,E02000580,E01002831,41.78348,13.91404,524420.0,181380.0,524420.0,181380.0
35419,136077,210,Southwark,6003.0,New Hope Christian Academy,11,Other independent school,3,Independent schools,2,Closed,6,New Provision,24-02-2010,2,Closure,11-10-2013,0,Not applicable,3.0,18.0,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,6,None,None,0000,Not applicable,0,Not applicable,65.0,0,Not applicable,,,,,,0,Not applicable,,,Not applicable,,Not applicable,,,10029654.0,,,,0,Not applicable,09-07-2019,31 East Dulwich Grove,,,London,,SE22 8PW,,2086934200.0,Ms,Shantelle,Albert,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000028,Southwark,E05000539,East Dulwich,E14000673,Dulwich and West Norwood,A1,Urban major conurbation,E09000028,533695.0,175121.0,,Southwark 028,Southwark 028A,Ofsted,0.0,1.0,Does not have boarders,Ms Shantelle Albert,999,,,,South-East England and South London,,200003468839.0,,E02000834,E01003953,39.56649,13.702279999999998,533700.0,175120.0,533700.0,175120.0
35532,136191,313,Hounslow,3944.0,Heston Primary School,1,Community school,4,LA maintained schools,1,Open,1,Result of Amalgamation,01-09-2011,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,420.0,2,No Special Classes,17-01-2019,452.0,237.0,215.0,22.4,0,Not applicable,,,Not applicable,,Not under a federation,,,10070299.0,,Not applicable,12-06-2018,0,Not applicable,11-07-2019,Heston Road,Heston,,Hounslow,,TW5 0QR,www.hestonprimaryschool.co.uk/,2085725597.0,Mrs,Chandip,Behar,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000018,Hounslow,E05000356,Heston East,E14000701,Feltham and Heston,A1,Urban major conurbation,E09000018,513255.0,177466.0,,Hounslow 011,Hounslow 011D,,,,,,999,,,Good,North-West London and South-Central England,,100023405409.0,,E02000536,E01002628,33.75861,12.61759,513260.0,177460.0,513260.0,177460.0
35571,136231,304,Brent,6114.0,Bnos Beis Yaakov Primary School,11,Other independent school,3,Independent schools,1,Open,6,New Provision,13-09-2010,99,,,0,Not applicable,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,2,Girls,6,None,Jewish,0000,Not applicable,0,Not applicable,160.0,2,No Special Classes,17-01-2019,122.0,0.0,122.0,0.0,0,Not applicable,,,Not applicable,,Not applicable,,,10075172.0,,Not applicable,,0,Not applicable,11-07-2019,Kingsbury Synagogue,Kingsbury Green,,London,,NW9 8XR,,2082044078.0,Rabbi,Nathaniel,Lieberman,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000005,Brent,E05000090,Fryent,E14000592,Brent North,A1,Urban major conurbation,E09000005,520396.0,188514.0,,Brent 005,Brent 005A,Ofsted,0.0,18.0,Does not have boarders,Bnos Beis Yaakov Primary School Ltd,999,,,,North-West London and South-Central England,,202077992.0,,E02000097,E01000518,34.334509999999995,12.99795,520400.0,188520.0,520400.0,188520.0
35588,136250,211,Tower Hamlets,6399.0,The Pier Head Preparatory Montessori School,11,Other independent school,3,Independent schools,1,Open,6,New Provision,27-10-2010,99,,,0,Not applicable,2.0,7.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,0,Not applicable,45.0,0,Not applicable,18-01-2018,42.0,23.0,19.0,,0,Not applicable,,,Not applicable,,Not applicable,,,10071805.0,,Not applicable,,0,Not applicable,09-07-2019,3 Shadwell Pierhead,Glamis Road,,Wapping,,E1W 3TD,,2074810202.0,Ms,Emma,Kohl,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000030,Tower Hamlets,E05009330,St Katharine's & Wapping,E14000882,Poplar and Limehouse,A1,Urban major conurbation,E09000030,535460.0,180620.0,,Tower Hamlets 025,Tower Hamlets 025D,Ofsted,0.0,0.0,Does not have boarders,emma kohl,999,,,,East of England and North-East London,,,,E02000888,E01004303,42.1221,14.174129999999998,535460.0,180620.0,535460.0,180620.0
35593,136256,208,Lambeth,6411.0,Oleander Preparatory School,11,Other independent school,3,Independent schools,2,Closed,6,New Provision,17-11-2010,2,Closure,21-10-2016,0,Not applicable,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,6,None,None,0000,Not applicable,0,Not applicable,40.0,2,No Special Classes,19-01-2017,0.0,0.0,0.0,,0,Not applicable,,,Not applicable,,Not applicable,,,,,Not applicable,,0,Not applicable,09-07-2019,235 Brixton Hill,Brixton,,Lambeth,,SW2 1NR,,7709450737.0,Mrs,Marcia,Marshall,,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not approved,,,,,,,,,,,,,,,,,,,H,London,E09000022,Lambeth,E05000417,Brixton Hill,E14000978,Streatham,A1,Urban major conurbation,E09000022,530479.0,173576.0,,Lambeth 021,Lambeth 021E,Ofsted,0.0,0.0,Does not have boarders,Mrs Marcia Marshall,999,,,,South-East England and South London,,,,E02000638,E01003025,42.73271,13.92426,530480.0,173580.0,530480.0,173580.0
35621,136284,308,Enfield,2078.0,Cuckoo Hall Academy,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-09-2010,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,6,None,Does not apply,0000,Not applicable,0,Not applicable,960.0,2,No Special Classes,17-01-2019,710.0,361.0,349.0,14.7,3,Supported by a multi-academy trust,2837.0,CUCKOO HALL ACADEMIES TRUST,-,,Not applicable,,,10031351.0,,Not applicable,13-07-2017,0,Not applicable,11-07-2019,Cuckoo Hall Lane,Edmonton,,London,,N9 8DR,www.chat-edu.org.uk/,2088044126.0,Ms,Nicky,Ross,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000010,Enfield,E05000203,Jubilee,E14000687,Edmonton,A1,Urban major conurbation,E09000010,535446.0,194887.0,,Enfield 018,Enfield 018B,,,,,,999,,,Special Measures,North-West London and South-Central England,,207173303.0,,E02000294,E01001477,31.590459999999997,12.709589999999999,535440.0,194880.0,535440.0,194880.0
35625,136288,208,Lambeth,5207.0,Durand Academy,34,Academy converter,10,Academies,2,Closed,10,Academy Converter,01-09-2010,4,Fresh Start,31-08-2018,7,All through,3.0,18.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,6,None,Does not apply,0000,Not applicable,0,Not applicable,1825.0,2,No Special Classes,18-01-2018,802.0,397.0,405.0,24.5,2,Not supported by a trust,,,-,,Not applicable,,,10031346.0,,Not applicable,05-12-2013,0,Not applicable,19-09-2018,Hackford Road,Stockwell,,London,,SW9 0RD,,2077358348.0,Mr,Aaron,Hadley,Head Teacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000022,Lambeth,E05000436,Vassall,E14001008,Vauxhall,A1,Urban major conurbation,E09000022,530946.0,176761.0,,Lambeth 007,Lambeth 007C,,,,,,999,,,Good,South-East England and South London,,100023389736.0,,E02000624,E01003185,40.21151,14.0646,530940.0,176760.0,530940.0,176760.0
35666,136329,312,Hillingdon,4654.0,Guru Nanak Sikh Academy,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-11-2010,99,,,7,All through,4.0,18.0,1,No boarders,Has Nursery Classes,1,Has a sixth form,3,Mixed,21,Sikh,Does not apply,0000,Not applicable,4,Non-selective,1170.0,0,Not applicable,17-01-2019,1549.0,817.0,732.0,5.2,3,Supported by a multi-academy trust,3275.0,GURU NANAK SIKH ACADEMY LIMITED,-,,Not applicable,,,10032213.0,,Not applicable,20-03-2018,0,Not applicable,11-07-2019,Springfield Road,,,Hayes,Middlesex,UB4 0LT,http://www.gurunanaksikhacademy.co.uk/,2085736085.0,Mr,Rajinder,Singh Sandhu,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000017,Hillingdon,E05000339,Townfield,E14000737,Hayes and Harlington,A1,Urban major conurbation,E09000017,511258.0,180073.0,,Hillingdon 027,Hillingdon 027F,,,,,,999,,,Good,North-West London and South-Central England,,10009945127.0,,E02000520,E01002507,32.993179999999995,12.585560000000001,511260.0,180080.0,511260.0,180080.0
35699,136362,320,Waltham Forest,2040.0,Roger Ascham Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-01-2011,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,480.0,1,Has Special Classes,17-01-2019,485.0,232.0,253.0,20.5,3,Supported by a multi-academy trust,16577.0,RAY ACADEMY TRUST,Linked to a sponsor,RAY Trust,Not applicable,,,10032328.0,,Not applicable,27-02-2019,0,Not applicable,11-07-2019,Wigton Road,,,London,,E17 5HU,www.rapsch.co.uk/,2085273157.0,Mr,Matthew,Hanks,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000031,Waltham Forest,E05000600,Higham Hill,E14001013,Walthamstow,A1,Urban major conurbation,E09000031,536753.0,190767.0,,Waltham Forest 009,Waltham Forest 009E,,,,,,999,,,Good,East of England and North-East London,,200001429629.0,,E02000903,E01004403,34.87856,13.142970000000002,536760.0,190760.0,536760.0,190760.0
35700,136364,320,Waltham Forest,2007.0,Yardley Primary School,34,Academy converter,10,Academies,1,Open,10,Academy Converter,01-01-2011,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,0,Not applicable,3,Mixed,0,Does not apply,Does not apply,0000,Not applicable,0,Not applicable,450.0,2,No Special Classes,17-01-2019,504.0,263.0,241.0,16.9,3,Supported by a multi-academy trust,16577.0,RAY ACADEMY TRUST,Linked to a sponsor,RAY Trust,Not applicable,,,10032330.0,,Not applicable,,0,Not applicable,11-07-2019,Hawkwood Crescent,,,London,,E4 7PH,www.yardleyprimary.co.uk/,2085293671.0,Mr,Chris,Evans,Headteacher,Not applicable,,,,Not applicable,,Not applicable,Not applicable,Not applicable,,,Not applicable,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000031,Waltham Forest,E05000593,Chingford Green,E14000634,Chingford and Woodford Green,A1,Urban major conurbation,E09000031,537956.0,195499.0,,Waltham Forest 001,Waltham Forest 001A,,,,,,999,,,,East of England and North-East London,,100022999679.0,,E02000895,E01004349,29.74842,12.29497,537960.0,195500.0,537960.0,195500.0
35737,136402,302,Barnet,3524.0,Beit Shvidler Primary School,2,Voluntary aided school,4,LA maintained schools,1,Open,7,Former Independent,03-01-2011,99,,,2,Primary,3.0,11.0,1,No boarders,Has Nursery Classes,2,Does not have a sixth form,3,Mixed,5,Jewish,Does not apply,0000,Not applicable,0,Not applicable,240.0,2,No Special Classes,17-01-2019,210.0,121.0,89.0,3.8,0,Not applicable,,,Not applicable,,Not under a federation,,,10079138.0,,Not applicable,20-03-2019,0,Not applicable,11-07-2019,261 Hale Lane,,,Edgware,Middlesex,HA8 8NX,www.beitshvidler.org.uk,2082382746.0,Rabbi,Jonny,Spector,Head Teacher,Not applicable,,,,Not applicable,,,Not applicable,Not applicable,,,,Not applicable,,,,,,,,,,,,,,,,,,,H,London,E09000003,Barnet,E05000050,Edgware,E14000741,Hendon,A1,Urban major conurbation,E09000003,519756.0,192430.0,,Barnet 018,Barnet 018A,,,,,,999,,,Good,North-West London and South-Central England,,200163324.0,,E02000041,E01000192,34.13169,12.89018,519760.0,192440.0,519760.0,192440.0
